id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2018-657239,2018-01-11,000001,Vente,683000,130,B,AV PAUL SANTY,5788,69008,69388,Lyon 8e Arrondissement,69,,,69388000AZ0322,,,1,,4,,5,,,,,,3,2,Appartement,72,3,,,,,,4.877237,45.728051
2018-657239,2018-01-11,000001,Vente,683000,130,B,AV PAUL SANTY,5788,69008,69388,Lyon 8e Arrondissement,69,,,69388000AZ0322,,,2,,3,,,,,,,,2,4,Local industriel. commercial ou assimilé,104,0,,,,,,4.877237,45.728051
2018-657239,2018-01-11,000001,Vente,683000,130,,AV PAUL SANTY,5788,69008,69388,Lyon 8e Arrondissement,69,,,69388000AZ0323,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,40,0,S,sols,,,74,4.877296,45.728125
2018-657239,2018-01-11,000001,Vente,683000,130,,AV PAUL SANTY,5788,69008,69388,Lyon 8e Arrondissement,69,,,69388000AZ0324,,,,,,,,,,,,,0,,,,,S,sols,,,140,4.877126,45.728083
2018-657240,2018-01-19,000001,Vente,194000,6,,RUE DU BOCAGE,0935,69008,69388,Lyon 8e Arrondissement,69,,,69388000BI0070,,,,,,,,,,,,,0,1,Maison,60,3,S,sols,,,229,4.864567,45.735036
2018-657241,2018-03-07,000001,Vente,306220,35,,BD JEAN VINGT TROIS,3843,69008,69388,Lyon 8e Arrondissement,69,,,69388000AR0259,,,309,41,310,64,311,97,,,,,3,4,Local industriel. commercial ou assimilé,207,0,,,,,,4.875031,45.739709
2018-657242,2018-03-08,000001,Vente,277000,13,,RUE ST VICTORIEN,6580,69003,69383,Lyon 3e Arrondissement,69,,,69383000DY0038,,,608,12,,,,,,,,,1,3,Dépendance,,0,,,,,,4.87009,45.761868
2018-657242,2018-03-08,000001,Vente,277000,16,,RUE ST SIDOINE,6650,69003,69383,Lyon 3e Arrondissement,69,,,69383000DY0038,,,160,94.73,170,,,,,,,,2,2,Appartement,95,4,,,,,,4.87009,45.761868
2018-657243,2018-04-17,000001,Vente,137750,51,,RUE ST ANTOINE,6250,69003,69383,Lyon 3e Arrondissement,69,,,69383000DY0014,,,21,,7,,,,,,,,2,2,Appartement,44,2,,,,,,4.869194,45.76343
2018-657244,2018-04-26,000001,Vente,130950,68,,RTE DE VIENNE,7440,69007,69387,Lyon 7e Arrondissement,69,,,69387000BK0164,,,10,,44,,,,,,,,2,2,Appartement,56,2,,,,,,4.851149,45.740652
2018-657244,2018-04-26,000001,Vente,130950,68,,RTE DE VIENNE,7440,69007,69387,Lyon 7e Arrondissement,69,,,69387000BK0164,,,26,54.98,,,,,,,,,1,2,Appartement,56,2,,,,,,4.851149,45.740652
2018-657245,2018-04-30,000001,Vente,939000,3,,QUAI GENERAL SARRAIL,3155,69006,69386,Lyon 6e Arrondissement,69,,,69386000BL0004,,,4,,51,,93,186.73,,,,,3,2,Appartement,188,5,,,,,,4.841852,45.767112
2018-657245,2018-04-30,000001,Vente,939000,3,,QUAI GENERAL SARRAIL,3155,69006,69386,Lyon 6e Arrondissement,69,,,69386000BL0004,,,63,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.841852,45.767112
2018-657246,2018-05-09,000001,Vente en l'état futur d'achèvement,378000,13,,RUE DES BALANCOIRES,0585,69007,69387,Lyon 7e Arrondissement,69,,,69387000BN0160,,,138,,,,,,,,,,1,,,,,,,,,,4.838645,45.740523
2018-657246,2018-05-09,000001,Vente en l'état futur d'achèvement,378000,,,,,,69387,Lyon 7e Arrondissement,69,,,69387000BN0160,,,32,,,,,,,,,,1,,,,,,,,,,4.838645,45.740523
2018-657247,2018-05-24,000001,Vente,15000,115,,RUE PROFESSEUR BEAUVISAGE,5740,69008,69388,Lyon 8e Arrondissement,69,,,69388000BC0009,,,45,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.870638,45.730023
2018-657248,2018-06-01,000001,Vente,646400,95,,RUE TRONCHET,7180,69006,69386,Lyon 6e Arrondissement,69,,,69386000AP0011,,,1,,8,113.58,,,,,,,2,2,Appartement,121,6,,,,,,4.853602,45.770689
2018-657249,2018-06-08,000001,Vente,159000,33,,RUE BATAILLE,0705,69008,69388,Lyon 8e Arrondissement,69,,,69388000AR0080,,,79,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.86919,45.738774
2018-657249,2018-06-08,000001,Vente,159000,33,,RUE BATAILLE,0705,69008,69388,Lyon 8e Arrondissement,69,,,69388000AR0080,,,19,47.92,58,,,,,,,,2,2,Appartement,47,1,,,,,,4.86919,45.738774
2018-657250,2018-05-29,000001,Vente,192000,13,,RUE DES RANCY,5910,69003,69383,Lyon 3e Arrondissement,69,,,69383000AN0078,,,2,,8,48.74,,,,,,,2,2,Appartement,47,2,,,,,,4.849292,45.756165
2018-657251,2018-06-20,000001,Vente,154540,34,,RUE AUDIBERT LAVIROTTE,0520,69008,69388,Lyon 8e Arrondissement,69,,,69388000CH0051,,,32,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.855211,45.735149
2018-657251,2018-06-20,000001,Vente,154540,34,,RUE AUDIBERT LAVIROTTE,0520,69008,69388,Lyon 8e Arrondissement,69,,,69388000CH0051,,,18,,22,42.41,,,,,,,2,2,Appartement,42,1,,,,,,4.855211,45.735149
2018-657251,2018-06-20,000001,Vente,154540,34,,RUE AUDIBERT LAVIROTTE,0520,69008,69388,Lyon 8e Arrondissement,69,,,69388000CH0051,,,30,,,,,,,,,,1,,,,,J,jardins,,,26,4.855211,45.735149
2018-657252,2018-06-21,000001,Vente,1767000,271,,AV BERTHELOT,0900,69008,69388,Lyon 8e Arrondissement,69,,,69388000BY0035,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,93,0,S,sols,,,546,4.86167,45.739254
2018-657252,2018-06-21,000001,Vente,1767000,271,,AV BERTHELOT,0900,69008,69388,Lyon 8e Arrondissement,69,,,69388000BY0035,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,281,0,S,sols,,,546,4.86167,45.739254
2018-657252,2018-06-21,000001,Vente,1767000,271,,AV BERTHELOT,0900,69008,69388,Lyon 8e Arrondissement,69,,,69388000BY0035,,,,,,,,,,,,,0,2,Appartement,71,3,S,sols,,,546,4.86167,45.739254
2018-657252,2018-06-21,000001,Vente,1767000,271,,AV BERTHELOT,0900,69008,69388,Lyon 8e Arrondissement,69,,,69388000BY0035,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,77,0,S,sols,,,546,4.86167,45.739254
2018-657253,2018-07-17,000001,Vente,555000,104,,RUE NEY,5020,69006,69386,Lyon 6e Arrondissement,69,,,69386000BH0081,,,667,,668,,,,,,,,2,4,Local industriel. commercial ou assimilé,26,0,,,,,,4.855757,45.764119
2018-657254,2018-07-06,000001,Vente,2773929.5,182,,AV JEAN JAURES,3745,69007,69387,Lyon 7e Arrondissement,69,,,69387000BS0168,,2,,,,,,,,,,,0,,,,,,,,,,4.835982,45.737148
2018-657255,2018-07-05,000001,Vente,930000,61,,RUE STE ANNE DE BARABAN,6605,69003,69383,Lyon 3e Arrondissement,69,,,69383000DW0023,,,,,,,,,,,,,0,2,Appartement,51,2,S,sols,,,1065,4.875749,45.758126
2018-657255,2018-07-05,000001,Vente,930000,61,,RUE STE ANNE DE BARABAN,6605,69003,69383,Lyon 3e Arrondissement,69,,,69383000DW0023,,,,,,,,,,,,,0,2,Appartement,123,6,S,sols,,,1065,4.875749,45.758126
2018-657255,2018-07-05,000001,Vente,930000,61,,RUE STE ANNE DE BARABAN,6605,69003,69383,Lyon 3e Arrondissement,69,,,69383000DW0023,,,,,,,,,,,,,0,2,Appartement,63,4,S,sols,,,1065,4.875749,45.758126
2018-657255,2018-07-05,000001,Vente,930000,61,,RUE STE ANNE DE BARABAN,6605,69003,69383,Lyon 3e Arrondissement,69,,,69383000DW0023,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1065,4.875749,45.758126
2018-657256,2018-07-06,000001,Vente,16965210,182,,AV JEAN JAURES,3745,69007,69387,Lyon 7e Arrondissement,69,,,69387000BS0168,,1,,,,,,,,,,,0,,,,,,,,,,4.835982,45.737148
2018-657256,2018-07-06,000001,Vente,16965210,182,,AV JEAN JAURES,3745,69007,69387,Lyon 7e Arrondissement,69,,,69387000BS0168,,10,,,,,,,,,,,0,,,,,,,,,,4.835982,45.737148
2018-657256,2018-07-06,000001,Vente,16965210,182,,AV JEAN JAURES,3745,69007,69387,Lyon 7e Arrondissement,69,,,69387000BS0168,,11,,,,,,,,,,,0,,,,,,,,,,4.835982,45.737148
2018-657256,2018-07-06,000001,Vente,16965210,182,,AV JEAN JAURES,3745,69007,69387,Lyon 7e Arrondissement,69,,,69387000BS0168,,12,,,,,,,,,,,0,,,,,,,,,,4.835982,45.737148
2018-657256,2018-07-06,000001,Vente,16965210,182,,AV JEAN JAURES,3745,69007,69387,Lyon 7e Arrondissement,69,,,69387000BS0168,,4,,,,,,,,,,,0,,,,,,,,,,4.835982,45.737148
2018-657256,2018-07-06,000001,Vente,16965210,182,,AV JEAN JAURES,3745,69007,69387,Lyon 7e Arrondissement,69,,,69387000BS0168,,5,,,,,,,,,,,0,,,,,,,,,,4.835982,45.737148
2018-657256,2018-07-06,000001,Vente,16965210,182,,AV JEAN JAURES,3745,69007,69387,Lyon 7e Arrondissement,69,,,69387000BS0168,,6,,,,,,,,,,,0,,,,,,,,,,4.835982,45.737148
2018-657256,2018-07-06,000001,Vente,16965210,182,,AV JEAN JAURES,3745,69007,69387,Lyon 7e Arrondissement,69,,,69387000BS0168,,7,,,,,,,,,,,0,,,,,,,,,,4.835982,45.737148
2018-657256,2018-07-06,000001,Vente,16965210,182,,AV JEAN JAURES,3745,69007,69387,Lyon 7e Arrondissement,69,,,69387000BS0168,,8,,,,,,,,,,,0,,,,,,,,,,4.835982,45.737148
2018-657256,2018-07-06,000001,Vente,16965210,182,,AV JEAN JAURES,3745,69007,69387,Lyon 7e Arrondissement,69,,,69387000BS0168,,9,,,,,,,,,,,0,,,,,,,,,,4.835982,45.737148
2018-657257,2018-08-03,000001,Vente,465000,94,,BD DES BELGES,0780,69006,69386,Lyon 6e Arrondissement,69,,,69386000AP0088,,,42,94.8,,,,,,,,,1,2,Appartement,90,4,,,,,,4.856491,45.770096
2018-657258,2018-07-25,000001,Vente,208050,75,,RUE CUVIER,2050,69006,69386,Lyon 6e Arrondissement,69,,,69386000BK0034,,,17,44.36,35,,,,,,,,2,2,Appartement,44,2,,,,,,4.848278,45.76734
2018-657258,2018-07-25,000001,Vente,208050,75,,RUE CUVIER,2050,69006,69386,Lyon 6e Arrondissement,69,,,69386000BK0034,,,71,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.848278,45.76734
2018-657259,2018-07-25,000001,Vente,195000,46,,RUE DOMER,2265,69007,69387,Lyon 7e Arrondissement,69,,,69387000BH0013,,,110,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.851029,45.747528
2018-657259,2018-07-25,000001,Vente,195000,342,,RUE GARIBALDI,3030,69007,69387,Lyon 7e Arrondissement,69,,,69387000BH0013,,,36,50.16,,,,,,,,,1,2,Appartement,50,2,,,,,,4.851029,45.747528
2018-657260,2018-08-09,000001,Vente,244000,54,,RUE DES RANCY,5910,69003,69383,Lyon 3e Arrondissement,69,,,69383000AV0048,,,55,57.96,,,,,,,,,1,2,Appartement,57,2,,,,,,4.854561,45.755882
2018-657260,2018-08-09,000001,Vente,244000,54,,RUE DES RANCY,5910,69003,69383,Lyon 3e Arrondissement,69,,,69383000AV0048,,,17,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.854561,45.755882
2018-657261,2018-07-31,000001,Vente,198200,75,,RUE RACHAIS,5895,69007,69387,Lyon 7e Arrondissement,69,,,69387000BH0072,,,61,,80,43.06,,,,,,,2,2,Appartement,43,2,,,,,,4.849503,45.747824
2018-657261,2018-07-31,000001,Vente,198200,75,,RUE RACHAIS,5895,69007,69387,Lyon 7e Arrondissement,69,,,69387000BH0072,,,177,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.849503,45.747824
2018-657262,2018-08-03,000001,Vente,102000,34,,RUE LIEUTENANT COLONEL GIRARD,4230,69007,69387,Lyon 7e Arrondissement,69,,,69387000BR0024,,,430,,530,31.49,,,,,,,2,2,Appartement,31,1,,,,,,4.826011,45.736948
2018-657262,2018-08-03,000001,Vente,102000,34,,RUE LIEUTENANT COLONEL GIRARD,4230,69007,69387,Lyon 7e Arrondissement,69,,,69387000BR0024,,,699,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.826011,45.736948
2018-657263,2018-07-27,000001,Vente,186600,13,,RUE CDT CAROLINE AIGLE,1840,69008,69388,Lyon 8e Arrondissement,69,,,69388000AN0329,,,57,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.885616,45.73154
2018-657264,2018-08-03,000001,Vente,290465,46,,AV MARECHAL FOCH,4540,69006,69386,Lyon 6e Arrondissement,69,,,69386000AM0052,,,26,,7,39.24,,,,,,,2,2,Appartement,40,1,,,,,,4.843194,45.770238
2018-657265,2018-07-30,000001,Vente,15000,128,,RTE DE VIENNE,7440,69008,69388,Lyon 8e Arrondissement,69,,,69388000CE0108,,,18,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.851552,45.736366
2018-657266,2018-08-08,000001,Vente,302000,15,,RUE MARYSE BASTIE,4635,69008,69388,Lyon 8e Arrondissement,69,,,69388000AH0109,,,50,74.55,,,,,,,,,1,2,Appartement,73,3,,,,,,4.87459,45.741297
2018-657266,2018-08-08,000001,Vente,302000,15,,RUE MARYSE BASTIE,4635,69008,69388,Lyon 8e Arrondissement,69,,,69388000AH0109,,,27,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.87459,45.741297
2018-657267,2018-07-26,000001,Vente,129000,8,,RUE SEIGNEMARTIN,6720,69008,69388,Lyon 8e Arrondissement,69,,,69388000AP0125,,,3,40.36,,,,,,,,,1,2,Appartement,41,1,,,,,,4.879051,45.740169
2018-657268,2018-08-09,000001,Vente,131000,147,,AV PAUL SANTY,5788,69008,69388,Lyon 8e Arrondissement,69,,,69388000AX0014,,,61,52.92,71,,,,,,,,2,2,Appartement,53,3,,,,,,4.881047,45.726755
2018-657269,2018-08-02,000001,Vente,229450,241,,GDE RUE DE LA GUILLOTIERE,3405,69007,69387,Lyon 7e Arrondissement,69,,,69387000AI0019,,,146,,154,69.79,,,,,,,2,2,Appartement,68,3,,,,,,4.856875,45.748105
2018-657269,2018-08-02,000001,Vente,229450,27,,RUE NICOLAI,5055,69007,69387,Lyon 7e Arrondissement,69,,,69387000AI0019,,,218,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.856875,45.748105
2018-657270,2018-08-07,000001,Vente,130000,30,,RUE PROFESSEUR PAUL SISLEY,5790,69003,69383,Lyon 3e Arrondissement,69,,,69383000BD0032,,,16,29.4,26,,,,,,,,2,2,Appartement,30,2,,,,,,4.868008,45.749357
2018-657271,2018-07-27,000001,Vente,183000,11,,RUE ST NESTOR,6485,69008,69388,Lyon 8e Arrondissement,69,,,69388000BP0053,,,58,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.864442,45.743856
2018-657271,2018-07-27,000001,Vente,183000,11,,RUE ST NESTOR,6485,69008,69388,Lyon 8e Arrondissement,69,,,69388000BP0053,,,36,44.8,8,,,,,,,,2,2,Appartement,45,2,,,,,,4.864442,45.743856
2018-657272,2018-08-24,000001,Vente,270000,82,,AV JEAN JAURES,3745,69007,69387,Lyon 7e Arrondissement,69,,,69387000AW0067,,,6,60.9,,,,,,,,,1,2,Appartement,60,2,,,,,,4.842627,45.74715
2018-657273,2018-07-27,000001,Vente,385000,165,,RTE DE VIENNE,7440,69008,69388,Lyon 8e Arrondissement,69,,,69388000CI0368,,,113,,58,112.73,,,,,,,2,2,Appartement,110,5,,,,,,4.853913,45.734013
2018-657273,2018-07-27,000001,Vente,385000,99,,RUE AUDIBERT LAVIROTTE,0520,69008,69388,Lyon 8e Arrondissement,69,,,69388000CI0368,,,133,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.853913,45.734013
2018-657274,2018-08-24,000001,Vente,33500,29,,RUE ST ISIDORE,6405,69003,69383,Lyon 3e Arrondissement,69,,,69383000CW0072,,,47,13.39,,,,,,,,,1,2,Appartement,42,2,,,,,,4.883428,45.750885
2018-657275,2018-07-28,000001,Vente,130720,29,,RUE ST MAXIMIN,6470,69003,69383,Lyon 3e Arrondissement,69,,,69383000BE0053,,,150,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.868947,45.748882
2018-657275,2018-07-28,000001,Vente,130720,29,,RUE ST MAXIMIN,6470,69003,69383,Lyon 3e Arrondissement,69,,,69383000BE0053,,,42,29.92,92,,,,,,,,2,2,Appartement,28,1,,,,,,4.868947,45.748882
2018-657276,2018-07-17,000001,Vente,201100,69,,AV PAUL SANTY,5788,69008,69388,Lyon 8e Arrondissement,69,,,69388000BC0140,,,27,83.2,,,,,,,,,1,2,Appartement,82,4,,,,,,4.875302,45.730463
2018-657276,2018-07-17,000001,Vente,201100,69,,AV PAUL SANTY,5788,69008,69388,Lyon 8e Arrondissement,69,,,69388000BC0140,,,36,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.875302,45.730463
2018-657277,2018-07-30,000001,Vente,343650,36,,RUE CHEVREUL,1630,69007,69387,Lyon 7e Arrondissement,69,,,69387000AW0032,,,37,,9,79.12,,,,,,,2,2,Appartement,72,3,,,,,,4.839942,45.748318
2018-657278,2018-08-27,000001,Vente,227100,139,,AV MARECHAL DE SAXE,4535,69003,69383,Lyon 3e Arrondissement,69,,,69383000AN0019,,,12,58.11,,,,,,,,,1,2,Appartement,60,2,,,,,,4.84698,45.756104
2018-657279,2018-08-08,000001,Vente,247100,63,,AV DES FRERES LUMIERE,2910,69008,69388,Lyon 8e Arrondissement,69,,,69388000AD0008,,,15,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.866694,45.745272
2018-657279,2018-08-08,000001,Vente,247100,63,,AV DES FRERES LUMIERE,2910,69008,69388,Lyon 8e Arrondissement,69,,,69388000AD0008,,,40,,43,54.96,,,,,,,2,2,Appartement,56,2,,,,,,4.866694,45.745272
2018-657280,2018-07-13,000001,Vente,346010,114,,RUE TRONCHET,7180,69006,69386,Lyon 6e Arrondissement,69,,,69386000AP0077,,,17,69.42,,,,,,,,,1,2,Appartement,65,4,,,,,,4.85536,45.770367
2018-657281,2018-08-28,000001,Vente,180000,131,,AV BERTHELOT,0900,69007,69387,Lyon 7e Arrondissement,69,,,69387000BK0014,,,61,,77,,,,,,,,2,2,Appartement,56,3,,,,,,4.848972,45.74325
2018-657282,2018-08-10,000001,Vente,100000,10,,RUE DES TROIS ROIS,7175,69007,69387,Lyon 7e Arrondissement,69,,,69387000AC0079,,,54,19.24,,,,,,,,,1,2,Appartement,19,1,,,,,,4.842742,45.754097
2018-657283,2018-08-28,000001,Vente,81830,101,,BD DES BELGES,0780,69006,69386,Lyon 6e Arrondissement,69,,,69386000AT0030,,,22,10.8,,,,,,,,,1,3,Dépendance,,0,,,,,,4.858758,45.76882
2018-657284,2018-08-24,000001,Vente,899000,2,,RUE LOUISE,4375,69003,69383,Lyon 3e Arrondissement,69,,,69383000CW0091,,,,,,,,,,,,,0,1,Maison,177,7,S,sols,,,170,4.884898,45.750946
2018-657285,2018-08-30,000001,Vente,175000,74,,RUE PAUL BERT,5245,69003,69383,Lyon 3e Arrondissement,69,,,69383000AT0053,,,11,38.75,9,,,,,,,,2,2,Appartement,47,2,,,,,,4.850429,45.756696
2018-657286,2018-08-27,000001,Vente en l'état futur d'achèvement,325000,22,,AV LACASSAGNE,4080,69003,69383,Lyon 3e Arrondissement,69,,,69383000DR0220,,,74,,,,,,,,,,1,2,Appartement,63,3,,,,,,4.864564,45.7554
2018-657286,2018-08-27,000001,Vente en l'état futur d'achèvement,325000,20,,AV LACASSAGNE,4080,69003,69383,Lyon 3e Arrondissement,69,,,69383000DR0220,,,153,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.864564,45.7554
2018-657287,2018-08-27,000001,Vente,207000,33,,RUE CLAUDIUS PIONCHON,1740,69003,69383,Lyon 3e Arrondissement,69,,,69383000DW0068,,,66,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.871576,45.758863
2018-657287,2018-08-27,000001,Vente,207000,29,,RUE STE ANNE DE BARABAN,6605,69003,69383,Lyon 3e Arrondissement,69,,,69383000DW0068,,,360,46.23,,,,,,,,,1,2,Appartement,52,2,,,,,,4.871576,45.758863
2018-657288,2018-08-10,000001,Vente,315000,276,,RUE ANDRE PHILIP,0280,69003,69383,Lyon 3e Arrondissement,69,,,69383000AV0036,,,74,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.851483,45.754816
2018-657288,2018-08-10,000001,Vente,315000,278,,RUE ANDRE PHILIP,0280,69003,69383,Lyon 3e Arrondissement,69,,,69383000AV0036,,,10,78.79,,,,,,,,,1,2,Appartement,79,3,,,,,,4.851483,45.754816
2018-657289,2018-08-28,000001,Vente,247350,113,,GDE RUE DE LA GUILLOTIERE,3405,69007,69387,Lyon 7e Arrondissement,69,,,69387000AE0106,,,6,64.57,,,,,,,,,1,2,Appartement,65,2,,,,,,4.848594,45.751122
2018-657290,2018-08-08,000001,Vente,83000,37,,RUE JULES VALENSAUT,4000,69008,69388,Lyon 8e Arrondissement,69,,,69388000AZ0285,,,11,24.97,29,,,,,,,,2,2,Appartement,26,2,,,,,,4.874949,45.724466
2018-657291,2018-08-06,000001,Vente,297000,99,,AV LACASSAGNE,4080,69003,69383,Lyon 3e Arrondissement,69,,,69383000DK0081,,,41,,81,70.37,,,,,,,2,2,Appartement,70,3,,,,,,4.875099,45.750605
2018-657291,2018-08-06,000001,Vente,297000,95,,AV LACASSAGNE,4080,69003,69383,Lyon 3e Arrondissement,69,,,69383000DK0081,,,620,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.875099,45.750605
2018-657292,2018-08-30,000001,Vente,207970,58,,RUE FEUILLAT,2755,69003,69383,Lyon 3e Arrondissement,69,,,69383000BL0014,,,3,56.35,41,,,,,,,,2,2,Appartement,56,2,,,,,,4.874936,45.747334
2018-657293,2018-08-01,000001,Vente,247000,12,,RUE CAP ROBERT CLUZAN,1230,69007,69387,Lyon 7e Arrondissement,69,,,69387000AN0019,,,76,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.842642,45.752436
2018-657293,2018-08-01,000001,Vente,247000,12,,RUE CAP ROBERT CLUZAN,1230,69007,69387,Lyon 7e Arrondissement,69,,,69387000AN0019,,,11,58.23,,,,,,,,,1,2,Appartement,57,2,,,,,,4.842642,45.752436
2018-657294,2018-08-30,000001,Vente,200100,27,,RUE LORTET,4285,69007,69387,Lyon 7e Arrondissement,69,,,69387000BO0093,,,25,,,,,,,,,,1,2,Appartement,50,2,,,,,,4.838545,45.742784
2018-657294,2018-08-30,000001,Vente,200100,29,,RUE LORTET,4285,69007,69387,Lyon 7e Arrondissement,69,,,69387000BO0093,,,80,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.838545,45.742784
2018-657295,2018-08-27,000001,Vente,221000,140,,COURS DU DOCTEUR LONG,2225,69003,69383,Lyon 3e Arrondissement,69,,,69383000CN0132,,,126,50.71,,,,,,,,,1,2,Appartement,51,2,,,,,,4.89354,45.75234
2018-657296,2018-08-27,000001,Vente,280000,30,,RUE DOC BONHOMME,2205,69008,69388,Lyon 8e Arrondissement,69,,,69388000AE0002,,,1,69.17,,,,,,,,,1,2,Appartement,69,3,,,,,,4.8729,45.744597
2018-657296,2018-08-27,000001,Vente,280000,5,,IMP DES PLATANES,5590,69008,69388,Lyon 8e Arrondissement,69,,,69388000AE0002,,,119,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.8729,45.744597
2018-657297,2018-08-30,000001,Vente,183150,23,,PAS DES ALOUETTES,0170,69008,69388,Lyon 8e Arrondissement,69,,,69388000AR0222,,,67,43.26,,,,,,,,,1,2,Appartement,43,1,,,,,,4.876681,45.738315
2018-657297,2018-08-30,000001,Vente,183150,23,,PAS DES ALOUETTES,0170,69008,69388,Lyon 8e Arrondissement,69,,,69388000AR0222,,,15,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.876681,45.738315
2018-657298,2018-08-09,000001,Vente,165000,20,T,RUE GUILLOUD,3395,69003,69383,Lyon 3e Arrondissement,69,,,69383000BH0021,,,62,64.66,,,,,,,,,1,4,Local industriel. commercial ou assimilé,70,0,,,,,,4.869524,45.747285
2018-657299,2018-08-29,000001,Vente,263700,19,,PL FERRANDIERE,2730,69003,69383,Lyon 3e Arrondissement,69,,,69383000DX0018,,,153,70.73,64,,,,,,,,2,2,Appartement,70,3,,,,,,4.872128,45.760158
2018-657299,2018-08-29,000001,Vente,263700,19,,PL FERRANDIERE,2730,69003,69383,Lyon 3e Arrondissement,69,,,69383000DX0018,,,190,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.872128,45.760158
2018-657300,2018-08-30,000001,Vente,284600,58,,RUE PRE GAUDRY,5695,69007,69387,Lyon 7e Arrondissement,69,,,69387000BS0074,,,25,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.83915,45.737409
2018-657300,2018-08-30,000001,Vente,284600,58,,RUE PRE GAUDRY,5695,69007,69387,Lyon 7e Arrondissement,69,,,69387000BS0074,,,65,67.02,,,,,,,,,1,2,Appartement,66,3,,,,,,4.83915,45.737409
2018-657301,2018-08-10,000001,Vente,21500,1,,RUE JULIEN DUVIVIER,4030,69003,69383,Lyon 3e Arrondissement,69,,,69383000AY0114,,,604,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.856014,45.752781
2018-657302,2018-08-28,000001,Vente,145050,97,,RUE D ANVERS,0405,69007,69387,Lyon 7e Arrondissement,69,,,69387000AX0034,,,265,27.06,,,,,,,,,1,2,Appartement,27,1,,,,,,4.841491,45.748497
2018-657303,2018-09-03,000001,Vente,335100,22,,RUE NICOLAI,5055,69007,69387,Lyon 7e Arrondissement,69,,,69387000AI0016,,,156,,225,70.19,,,,,,,2,2,Appartement,70,3,,,,,,4.855495,45.748598
2018-657303,2018-09-03,000001,Vente,335100,26,,RUE NICOLAI,5055,69007,69387,Lyon 7e Arrondissement,69,,,69387000AI0016,,,472,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.855495,45.748598
2018-657304,2018-08-31,000001,Vente,1038000,8,,RUE DES MOBILES,4800,69003,69383,Lyon 3e Arrondissement,69,,,69383000BZ0037,,,,,,,,,,,,,0,1,Maison,128,5,S,sols,,,555,4.894193,45.744611
2018-657305,2018-08-06,000001,Vente,92500,28,,RUE DES RANCY,5910,69003,69383,Lyon 3e Arrondissement,69,,,69383000AV0011,,,49,,,,,,,,,,1,2,Appartement,17,1,,,,,,4.851334,45.755833
2018-657305,2018-08-06,000001,Vente,92500,28,,RUE DES RANCY,5910,69003,69383,Lyon 3e Arrondissement,69,,,69383000AV0011,,,197,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.851334,45.755833
2018-657306,2018-08-21,000001,Vente,140600,77,,RUE PHILIPPE FABIA,5425,69008,69388,Lyon 8e Arrondissement,69,,,69388000AZ0225,,,32,80.72,36,,,,,,,,2,2,Appartement,81,4,,,,,,4.872599,45.72632
